Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000117174	p22.3	1	85649417	85708433	ZNHIT6
ENSG00000186501	p36.11	1	27322145	27336400	TMEM222
ENSG00000162444	p36.22	1	9997206	10016021	RBP7
ENSG00000132716	q23.2	1	160215715	160262531	DCAF8
ENSG00000122484	p22.1	1	92299059	92402056	RPAP2
ENSG00000088035	p31.3	1	63367575	63438553	ALG6
ENSG00000134684	p35.1	1	32775237	32818153	YARS
ENSG00000174842	p22.1	1	92246402	92298987	GLMN
ENSG00000116497	p35.1	1	32816767	32858875	S100PBP
ENSG00000162735	q23.2	1	160276812	160286348	PEX19
ENSG00000142675	p36.11	1	26177484	26189884	CNKSR1
ENSG00000121766	p35.2	1	31296982	31364953	ZCCHC17
ENSG00000049089	p34.2	1	40300489	40317813	COL9A2
ENSG00000121769	p35.2	1	31365253	31376850	FABP3
ENSG00000214193	p34.3	1	36306368	36329340	SH3D21
ENSG00000142694	p34.3	1	36322031	36324154	EVA1B
ENSG00000060718	p21.1	1	102876467	103108872	COL11A1
ENSG00000160097	p35.1	1	32862268	32872482	FNDC5
ENSG00000162736	q23.2	1	160343316	160358952	NCSTN
ENSG00000117834	p33	1	48222685	48248644	SLC5A9
ENSG00000122218	q23.2	1	160288594	160343273	COPA
ENSG00000162676	p22.1	1	92473043	92486925	GFI1
ENSG00000079739	p31.3	1	63593411	63660245	PGM1
ENSG00000067208	p22.1	1	92508696	92792404	EVI5
ENSG00000142856	p31.3	1	63440770	63593721	ITGB3BP
ENSG00000130939	p36.22	1	10032832	10181239	UBE4B
ENSG00000171819	p36.22	1	11189355	11195981	ANGPTL7
ENSG00000203965	p31.3	1	63523372	63572693	EFCAB7
ENSG00000198793	p36.22	1	11106535	11262551	MTOR
ENSG00000171502	p22.3	1	85729233	86156943	COL24A1
ENSG00000240038	p21.1	1	103553815	103579534	AMY2B
ENSG00000121900	p35.1	1	32894594	32901438	TMEM54
ENSG00000121905	p35.1	1	32885994	32898441	HPCA
ENSG00000185946	p21.1	1	103525691	103555239	RNPC3
ENSG00000132122	p33	1	48295373	48472208	SPATA6
ENSG00000196182	p34.3	1	36339624	36385896	STK40
ENSG00000171786	q23.2	1	160367071	160372846	NHLH1
ENSG00000162738	q23.2	1	160400564	160428670	VANGL2
ENSG00000243480	p21.1	1	103616811	103625780	AMY2A
ENSG00000162739	q23.3	1	160485030	160523262	SLAMF6
ENSG00000126709	p35.3	1	27666064	27672198	IFI6
ENSG00000066294	q23.3	1	160541095	160579516	CD84
ENSG00000154511	p22.1	1	92832737	92961522	DIPK1A
ENSG00000162373	p33	1	48727519	48776969	BEND5
ENSG00000122406	p22.1	1	92832013	92841924	RPL5
ENSG00000186094	p33	1	48532854	50023954	AGBL4
ENSG00000117090	q23.3	1	160608106	160647295	SLAMF1
ENSG00000237763	p21.1	1	103655290	103664554	AMY1A
ENSG00000117091	q23.3	1	160678746	160711831	CD48
ENSG00000240563	p31.3	1	62194849	62212328	L1TD1
ENSG00000142765	p36.11	1	27342020	27353937	SYTL1
ENSG00000143033	p22.1	1	93079235	93139079	MTF2
ENSG00000084070	p34.2	1	40344850	40423326	SMAP2
ENSG00000132854	p31.3	1	62236165	62319434	KANK4
ENSG00000188782	p36.11	1	26190561	26202968	CATSPER4
ENSG00000122417	p22.3	1	86346824	86396342	ODF2L
ENSG00000168528	p35.2	1	31409565	31434680	SERINC2
ENSG00000117505	p22.1	1	93345907	93369493	DR1
ENSG00000174876	p21.1	1	103687415	103696680	AMY1B
ENSG00000122483	p22.1	1	93179919	93278730	CCDC18
ENSG00000162607	p31.3	1	62436297	62451804	USP1
ENSG00000137975	p22.3	1	86424171	86456553	CLCA2
ENSG00000117500	p22.1	1	93149742	93180516	TMED5
ENSG00000130695	p36.11	1	26234200	26278808	CEP85
ENSG00000016490	p22.3	1	86468368	86500289	CLCA1
ENSG00000187733	p21.1	1	103750406	103758690	AMY1C
ENSG00000016602	p22.3	1	86547078	86580754	CLCA4
ENSG00000097033	p22.3	1	86704570	86748184	SH3GLB1
ENSG00000181817	p34.3	1	36391238	36397908	LSM10
ENSG00000158062	p36.11	1	26281328	26318363	UBXN11
ENSG00000026751	q23.3	1	160739057	160754821	SLAMF7
ENSG00000185483	p31.3	1	63774017	64181498	ROR1
ENSG00000177414	p31.3	1	64203627	64267368	UBE2U
ENSG00000158966	p31.3	1	64470129	64693058	CACHD1
ENSG00000169442	p36.11	1	26317958	26320523	CD52
ENSG00000142669	p36.11	1	26280086	26281522	SH3BGRL3
ENSG00000122224	q23.3	1	160796074	160828261	LY9
ENSG00000142910	p35.2	1	31576485	31587686	TINAGL1
ENSG00000116885	p34.3	1	36415827	36450451	OSCP1
ENSG00000122223	q23.3	1	160830160	160862887	CD244
ENSG00000142733	p36.11	1	27354067	27366961	MAP3K6
ENSG00000179914	q23.3	1	160876540	160885180	ITLN1
ENSG00000158764	q23.3	1	160945025	160954809	ITLN2
ENSG00000143006	p32.3	1	53459399	53467488	DMRTB1
ENSG00000186092	p36.33	1	65419	71585	OR4F5
ENSG00000009780	p35.3	1	27725979	27763122	FAM76A
ENSG00000120942	p36.22	1	11273206	11296049	UBIAD1
ENSG00000162517	p35.2	1	31629866	31644896	PEF1
ENSG00000121764	p35.2	1	31617686	31632518	HCRTR1
ENSG00000084636	p35.2	1	31652263	31704319	COL16A1
ENSG00000183291	p22.3	1	86862445	86914424	SELENOF
ENSG00000158769	q23.3	1	160995211	161021343	F11R
ENSG00000162437	p31.3	1	64745095	64833232	RAVER2
ENSG00000117758	p35.3	1	27773219	27824443	STX12
ENSG00000198890	p13.3	1	107056674	107067636	PRMT6
ENSG00000174332	p32.3	1	53506237	53738106	GLIS1
ENSG00000117751	p35.3	1	27830782	27851676	PPP1R8
ENSG00000162434	p31.3	1	64833229	65067754	JAK1
ENSG00000215845	q23.3	1	161037631	161038977	TSTD1
ENSG00000142748	p36.11	1	27369112	27374824	FCN3
ENSG00000158773	q23.3	1	161039251	161045977	USF1
ENSG00000204624	p36.22	1	11479155	11537551	DISP3
ENSG00000153936	p22.3	1	86914635	87109982	HS2ST1
ENSG00000116514	p35.1	1	32936445	32964685	RNF19B
ENSG00000186517	q23.3	1	161046946	161069970	ARHGAP30
ENSG00000143013	p22.3	1	87328880	87348923	LMO4
ENSG00000174950	p36.11	1	27379176	27383333	CD164L2
ENSG00000143217	q23.3	1	161070998	161089558	NECTIN4
ENSG00000162755	q23.3	1	161098361	161100346	KLHDC9
ENSG00000058804	p32.3	1	53765478	53838463	NDC1
ENSG00000004455	p35.1	1	33007940	33080996	AK2
ENSG00000158793	q23.3	1	161118086	161125445	NIT1
ENSG00000162631	p13.3	1	107140007	107483458	NTNG1
ENSG00000065243	p22.2	1	88684222	88836255	PKN2
ENSG00000130775	p35.3	1	27872543	27886685	THEMIS2
ENSG00000143256	q23.3	1	161100556	161118055	PFDN2
ENSG00000132879	p36.22	1	11654375	11663327	FBXO44
ENSG00000158796	q23.3	1	161120974	161132688	DEDD
ENSG00000181773	p36.11	1	27392622	27395814	GPR3
ENSG00000187801	p34.2	1	40450102	40463718	ZFP69B
ENSG00000116661	p36.22	1	11637018	11655785	FBXO2
ENSG00000058799	p32.3	1	53851719	53889798	YIPF1
ENSG00000162374	p33	1	50024029	50203786	ELAVL4
ENSG00000187815	p34.2	1	40477290	40496343	ZFP69
ENSG00000134215	p13.3	1	107571161	107965180	VAV3
ENSG00000284733	p36.33	1	450703	451697	OR4F29
ENSG00000117748	p35.3	1	27891524	27914746	RPA2
ENSG00000164002	p34.2	1	40508741	40516556	EXO5
ENSG00000137942	p22.1	1	93448131	93554661	FNBP1L
ENSG00000137936	p22.1	1	93561741	93847150	BCAR3
ENSG00000142700	p32.3	1	50417550	50423443	DMRTA2
ENSG00000127603	p34.3	1	39081316	39487177	MACF1
ENSG00000185104	p32.3	1	50437028	50960267	FAF1
ENSG00000116898	p34.3	1	36455718	36464384	MRPS15
ENSG00000117010	p34.2	1	40531573	40548167	ZNF684
ENSG00000162670	q31.1	1	190097658	190478404	BRINP3
ENSG00000211452	p32.3	1	53891239	53911086	DIO1
ENSG00000137947	p22.2	1	88852633	88891944	GTF2B
ENSG00000116741	q31.2	1	192809039	192812275	RGS2
ENSG00000117016	p34.2	1	40620680	40665682	RIMS3
ENSG00000127074	q31.2	1	192636138	192660306	RGS13
ENSG00000150681	q31.2	1	192158462	192185815	RGS18
ENSG00000158195	p36.11	1	27404230	27490167	WASF2
ENSG00000253148	q31.2	1	192316992	192367285	RGS21
ENSG00000090104	q31.2	1	192575763	192580024	RGS1
ENSG00000143222	q23.3	1	161152776	161158856	UFC1
ENSG00000143258	q23.3	1	161159450	161165723	USP21
ENSG00000171793	p34.2	1	40979688	41012565	CTPS1
ENSG00000284662	p36.33	1	685679	686673	OR4F16
ENSG00000116663	p36.22	1	11664200	11674354	FBXO6
ENSG00000081870	p32.3	1	53916574	53945929	HSPB11
ENSG00000067334	p22.1	1	93866284	93879918	DNTTIP2
ENSG00000066136	p34.2	1	40691648	40771603	NFYC
ENSG00000085491	p13.3	1	108134043	108200849	SLC25A24
ENSG00000162433	p31.3	1	65147549	65232145	AK4
ENSG00000116750	q31.2	1	193012250	193060080	UCHL5
ENSG00000142949	p34.2	1	43525187	43623666	PTPRF
ENSG00000023909	p22.1	1	93885199	93909456	GCLM
ENSG00000196427	p13.3	1	108223341	108244081	NBPF4
ENSG00000119535	p34.3	1	36466043	36483278	CSF3R
ENSG00000126705	p35.3	1	27534035	27604431	AHDC1
ENSG00000176092	p36.11	1	26321698	26360080	CRYBG2
ENSG00000116747	q31.2	1	193059422	193091777	RO60
ENSG00000123080	p32.3	1	50960745	50974634	CDKN2C
ENSG00000204006	p32.3	1	51102221	51148086	C1orf185
ENSG00000189410	p36.12	1	20719731	20732837	SH2D5
ENSG00000123091	p32.3	1	51236273	51273447	RNF11
ENSG00000158850	q23.3	1	161171310	161177968	B4GALT3
ENSG00000023572	q31.2	1	193090866	193106114	GLRX2
ENSG00000143224	q23.3	1	161166056	161178013	PPOX
ENSG00000213516	p22.2	1	88979456	88992960	RBMXL1
ENSG00000137944	p22.2	1	88935773	88992953	KYAT3
ENSG00000186086	p13.3	1	108450282	108471002	NBPF6
ENSG00000117226	p22.2	1	89006679	89022894	GBP3
ENSG00000158864	q23.3	1	161197104	161214395	NDUFS2
ENSG00000158859	q23.3	1	161184302	161199054	ADAMTS4
ENSG00000130768	p35.3	1	27935000	27959157	SMPDL3B
ENSG00000158869	q23.3	1	161215234	161220699	FCER1G
ENSG00000158874	q23.3	1	161222292	161223631	APOA2
ENSG00000162630	q31.2	1	193178730	193186613	B3GALT2
ENSG00000134371	q31.2	1	193121958	193254815	CDC73
ENSG00000158156	p35.3	1	27959462	27968096	XKR8
ENSG00000176083	p36.11	1	26361634	26374522	ZNF683
ENSG00000117228	p22.2	1	89052319	89065230	GBP1
ENSG00000198691	p22.1	1	93992834	94121148	ABCA4
ENSG00000158882	q23.3	1	161225939	161230746	TOMM40L
ENSG00000162645	p22.2	1	89106132	89150456	GBP2
ENSG00000213512	p22.2	1	89131742	89176009	GBP7
ENSG00000143257	q23.3	1	161229666	161238302	NR1I3
ENSG00000171790	p34.2	1	41015597	41023237	SLFNL1
ENSG00000162687	q31.3	1	196225779	196609225	KCNT2
ENSG00000116212	p32.3	1	53946085	53968168	LRRC42
ENSG00000010803	p34.2	1	41027200	41242154	SCMH1
ENSG00000131914	p36.11	1	26410817	26429728	LIN28A
ENSG00000162636	p13.3	1	108560089	108644900	FAM102B
ENSG00000163873	p34.3	1	36795527	37034515	GRIK3
ENSG00000236334	q21.2	1	148479824	148483679	PPIAL4G
ENSG00000286019	q21.2	1	148607040	148679779	NOTCH2NLB
ENSG00000270629	q21.2	1	148531385	148679742	NBPF14
ENSG00000066135	p34.2	1	43650149	43705518	KDM4A
ENSG00000162654	p22.2	1	89181144	89198942	GBP4
ENSG00000203985	p32.3	1	54007298	54018186	LDLRAD1
ENSG00000163874	p34.3	1	37474580	37484377	ZC3H12A
ENSG00000154451	p22.2	1	89258950	89272804	GBP5
ENSG00000126091	p34.1	1	43705824	43931165	ST3GAL3
ENSG00000137962	p22.1	1	94148988	94275068	ARHGAP29
ENSG00000183347	p22.2	1	89364058	89386461	GBP6
ENSG00000177144	q21.2	1	148748894	148750099	NUDT4B
ENSG00000158161	p35.3	1	27970344	28088637	EYA3
ENSG00000117528	p21.3	1	94418389	94518666	ABCD3
ENSG00000116209	p32.3	1	54026681	54053504	TMEM59
ENSG00000117525	p21.3	1	94529173	94541759	F3
ENSG00000248485	q23.3	1	161258745	161285450	PCP4L1
ENSG00000158887	q23.3	1	161304735	161309972	MPZ
ENSG00000163875	p34.3	1	37492575	37514774	MEAF6
ENSG00000143252	q23.3	1	161314257	161375340	SDHC
ENSG00000143036	p21.3	1	94820342	94895246	SLC44A3
ENSG00000162639	p13.3	1	108648290	108661526	HENMT1
ENSG00000204060	p34.2	1	41361922	41383590	FOXO6
ENSG00000188931	q23.3	1	161364731	161367874	CFAP126
ENSG00000163877	p34.3	1	37534449	37554293	SNIP1
ENSG00000171492	p22.2	1	89821014	89936611	LRRC8D
ENSG00000171488	p22.2	1	89633072	89769903	LRRC8C
ENSG00000134186	p13.3	1	108692310	108702928	PRPF38B
ENSG00000116205	p32.3	1	54053584	54112519	TCEANC2
ENSG00000197147	p22.2	1	89524836	89597864	LRRC8B
ENSG00000143107	p13.3	1	108712908	108742749	FNDC7
ENSG00000142920	p35.1	1	33081104	33123492	AZIN2
ENSG00000244682	q23.3	1	161581339	161605662	FCGR2C
ENSG00000173110	q23.3	1	161524540	161526894	HSPA6
ENSG00000143226	q23.3	1	161505430	161524013	FCGR2A
ENSG00000000971	q31.3	1	196651878	196747504	CFH
ENSG00000127129	p34.2	1	41478775	41484683	EDN2
ENSG00000134697	p34.3	1	37566816	37595937	GNL2
ENSG00000127124	p34.2	1	41506365	42035925	HIVEP3
ENSG00000203747	q23.3	1	161541759	161550737	FCGR3A
ENSG00000163879	p34.3	1	37556919	37566857	DNALI1
ENSG00000116785	q31.3	1	196774795	196795406	CFHR3
ENSG00000116675	p31.3	1	65248219	65415871	DNAJC6
ENSG00000244414	q31.3	1	196819757	196832189	CFHR1
ENSG00000116670	p36.22	1	11674480	11691650	MAD2L2
ENSG00000134365	q31.3	1	196888014	196918713	CFHR4
ENSG00000080910	q31.3	1	196943738	196959622	CFHR2
ENSG00000162664	p22.2	1	89995110	90035533	ZNF326
ENSG00000116266	p13.3	1	108746674	108809523	STXBP3
ENSG00000134389	q31.3	1	196977556	197009674	CFHR5
ENSG00000143278	q31.3	1	197038741	197067267	F13B
ENSG00000162747	q23.3	1	161623196	161631963	FCGR3B
ENSG00000066279	q31.3	1	197084127	197146694	ASPM
ENSG00000157211	p32.3	1	54132968	54153770	CDCP2
ENSG00000157216	p32.3	1	54225432	54413479	SSBP3
ENSG00000072694	q23.3	1	161663147	161678654	FCGR2B
ENSG00000116525	p35.1	1	33145399	33182059	TRIM62
ENSG00000162641	p13.3	1	108815898	108963484	AKNAD1
ENSG00000160094	p35.1	1	33256492	33300719	ZNF362
ENSG00000143032	p22.2	1	90711539	90717302	BARHL2
ENSG00000121940	p13.3	1	108929508	108963457	CLCC1
ENSG00000177888	q31.3	1	197153680	197200542	ZBTB41
ENSG00000256407	p32.3	1	54132686	54200073	
ENSG00000122482	p22.2	1	90915298	91022272	ZNF644
ENSG00000116678	p31.3	1	65420652	65641559	LEPR
ENSG00000116221	p32.3	1	54184041	54225464	MRPL37
ENSG00000215883	p32.3	1	54169651	54200036	CYB5RL
ENSG00000134376	q31.3	1	197268204	197478455	CRB1
ENSG00000132185	q23.3	1	161706972	161714352	FCRLA
ENSG00000121957	p13.3	1	108875350	108934545	GPSM2
ENSG00000213625	p31.3	1	65420587	65436007	LEPROT
ENSG00000178104	q21.2	1	148808181	149048286	PDE4DIP
ENSG00000187634	p36.33	1	923928	944581	SAMD11
ENSG00000162746	q23.3	1	161721563	161728143	FCRLB
ENSG00000162669	p22.2	1	91260766	91404856	HFM1
ENSG00000044012	p34.2	1	42153410	42155820	GUCA2B
ENSG00000213047	q31.3	1	197504748	197775696	DENND1B
ENSG00000197273	p34.2	1	42162690	42164745	GUCA2A
ENSG00000117682	p36.11	1	26432282	26471306	DHDDS
ENSG00000162415	p34.1	1	45016399	45306209	ZSWIM5
ENSG00000203724	q31.3	1	197902630	197907367	C1orf53
ENSG00000143355	q31.3	1	197911902	197935478	LHX9
ENSG00000081721	q23.3	1	161749758	161757238	DUSP12
ENSG00000151414	q31.3	1	198156994	198322420	NEK7
ENSG00000118217	q23.3	1	161766320	161964070	ATF6
ENSG00000162745	q23.3	1	161983192	162023854	OLFML2B
ENSG00000198815	p34.2	1	42176539	42335877	FOXJ3
ENSG00000186603	p34.1	1	45326895	45328679	HPDL
ENSG00000254706	q23.3	1	162365407	162383531	
ENSG00000171722	q23.3	1	162373203	162376854	SPATA46
ENSG00000198929	q23.3	1	162069691	162370475	NOS1AP
ENSG00000134686	p35.1	1	33323623	33431052	PHC2
ENSG00000239887	q23.3	1	162378841	162386812	C1orf226
ENSG00000198574	q23.3	1	162395268	162412138	SH2D1B
ENSG00000152332	q23.3	1	162497251	162529631	UHMK1
ENSG00000184389	p35.1	1	33306766	33321098	A3GALT2
ENSG00000117143	q23.3	1	162561506	162599842	UAP1
ENSG00000188976	p36.33	1	944203	959309	NOC2L
ENSG00000162733	q23.3	1	162631373	162787405	DDR2
ENSG00000117519	p21.3	1	94896949	94927223	CNN3
ENSG00000151418	q31.3	1	198523222	198540945	ATP6V1G3
ENSG00000081237	q31.3	1	198638457	198757476	PTPRC
ENSG00000172339	p21.3	1	94974405	95072951	ALG14
ENSG00000122481	p21.3	1	95234210	95247225	RWDD3
ENSG00000162490	p36.22	1	11691710	11725857	DRAXIN
ENSG00000152078	p21.3	1	95117355	95197607	TLCD4
ENSG00000271092	p21.3	1	95117923	95247225	TLCD4-RWDD3
ENSG00000184588	p31.3	1	65792514	66374579	PDE4B
ENSG00000097046	p22.1	1	91500851	91525764	CDC7
ENSG00000132196	q23.3	1	162790702	162812817	HSD17B7
ENSG00000118473	p31.3	1	66533383	66751139	SGIP1
ENSG00000185860	q23.3	1	162824458	162868815	CCDC190
ENSG00000177181	p34.2	1	42380792	42424232	RIMKLA
ENSG00000177674	p36.22	1	11736084	11754802	AGTRAP
ENSG00000117152	q23.3	1	163068775	163076802	RGS4
ENSG00000116833	q32.1	1	200027614	200177420	NR5A2
ENSG00000152760	p31.3	1	66752459	66779047	TCTEX1D1
ENSG00000143228	q23.3	1	163266576	163355764	NUF2
ENSG00000162702	q32.1	1	200404940	200410056	ZNF281
ENSG00000118193	q32.1	1	200551497	200620751	KIF14
ENSG00000069702	p22.1	1	91680343	91906335	TGFBR3
ENSG00000172410	p31.3	1	66797741	66801256	INSL5
ENSG00000143248	q23.3	1	163111121	163321791	RGS5
ENSG00000162391	p32.3	1	54609181	54623556	FAM151A
ENSG00000162390	p32.3	1	54542257	54639192	ACOT11
ENSG00000152763	p31.3	1	66812885	66924856	WDR78
ENSG00000118197	q32.1	1	200623896	200669907	DDX59
ENSG00000011021	p36.22	1	11806096	11848079	CLCN6
ENSG00000185630	q23.3	1	164555584	164899296	PBX1
ENSG00000118200	q32.1	1	200739558	200860704	CAMSAP2
ENSG00000117569	p21.3	1	96721665	96823738	PTBP2
ENSG00000215910	p36.22	1	11761787	11789585	C1orf167
ENSG00000198830	p36.11	1	26472440	26476642	HMGN2
ENSG00000177000	p36.22	1	11785723	11806920	MTHFR
ENSG00000170128	q32.1	1	200872981	200874178	GPR25
ENSG00000163362	q32.1	1	200891048	200915742	INAVA
ENSG00000198160	p31.3	1	66924895	66988619	MIER1
ENSG00000121903	p35.1	1	33472645	33496507	ZSCAN20
ENSG00000116852	q32.1	1	200969390	201023700	KIF21B
ENSG00000175206	p36.22	1	11845709	11848345	NPPA
ENSG00000243725	p32.3	1	54715861	54742657	TTC4
ENSG00000184313	p32.3	1	54641754	54710266	MROH7
ENSG00000169403	p35.3	1	28147166	28193936	PTAFR
ENSG00000126698	p35.3	1	28199456	28233029	DNAJC8
ENSG00000188641	p21.3	1	97077743	97995000	DPYD
ENSG00000271723	p32.3	1	54641786	54742308	MROH7-TTC4
ENSG00000130770	p35.3	1	28236109	28246906	ATP5IF1
ENSG00000130766	p35.3	1	28259518	28282491	SESN2
ENSG00000130772	p35.3	1	28329002	28335965	MED18
ENSG00000081248	q32.1	1	201039512	201112451	CACNA1S
ENSG00000269713	q21.2	1	149054027	149103561	NBPF9
ENSG00000116574	q42.13	1	228735479	228746664	RHOU
ENSG00000168118	q42.13	1	229271062	229305894	RAB4A
ENSG00000183682	p34.3	1	39491636	39529869	BMP8A
ENSG00000213029	q42.13	1	229305135	229305326	SPHAR
ENSG00000162761	q23.3	1	165201867	165356715	LMX1A
ENSG00000154429	q42.13	1	229321011	229343294	CCSAP
ENSG00000162627	p21.3	1	98661701	98760500	SNX7
ENSG00000143632	q42.13	1	229431245	229434098	ACTA1
ENSG00000143171	q23.3	1	165400922	165445355	RXRG
ENSG00000116704	p31.3	1	66999350	67054148	SLC35D1
ENSG00000117598	p21.3	1	98890245	99005032	PLPPR5
ENSG00000069248	q42.13	1	229440259	229508341	NUP133
ENSG00000204138	p35.3	1	28369582	28500364	PHACTR4
ENSG00000121753	p35.2	1	31727117	31764893	ADGRB2
ENSG00000162763	q24.1	1	165544007	165563961	LRRC52
ENSG00000203963	p31.3	1	67092165	67231853	C1orf141
ENSG00000085433	p13.3	1	108970214	109042113	WDR47
ENSG00000135776	q42.13	1	229516582	229558707	ABCB10
ENSG00000143198	q24.1	1	165631213	165661796	MGST3
ENSG00000162594	p31.3	1	67138907	67259979	IL23R
ENSG00000135801	q42.13	1	229593111	229626047	TAF5L
ENSG00000135763	q42.13	1	229626247	229660200	URB2
ENSG00000286219	q21.2	1	149390614	149468030	NOTCH2NLC
ENSG00000271383	q21.2	1	149475338	149556361	NBPF19
ENSG00000143641	q42.13	1	230057990	230282122	GALNT2
ENSG00000197780	p13.3	1	109062486	109076003	TAF13
ENSG00000177614	q42.13	1	230314490	230426332	PGBD5
ENSG00000143179	q24.1	1	165827614	165911618	UCK2
ENSG00000085831	p32.3	1	51287258	51345116	TTC39A
ENSG00000135775	q42.2	1	230642481	230693982	COG2
ENSG00000143183	q24.1	1	165724293	165827755	TMCO1
ENSG00000186409	p34.2	1	42463221	42657190	CCDC30
ENSG00000215717	p13.3	1	109089803	109096934	TMEM167B
ENSG00000117600	p21.3	1	99263953	99309590	PLPPR4
ENSG00000197364	q21.3	1	153437058	153439949	S100A7L2
ENSG00000143556	q21.3	1	153457744	153460651	S100A7
ENSG00000232237	q32.1	1	201113953	201127184	ASCL5
ENSG00000197956	q21.3	1	153534599	153536244	S100A6
ENSG00000135744	q42.2	1	230702523	230714122	AGT
ENSG00000135773	q42.2	1	230747384	230802003	CAPN9
ENSG00000196420	q21.3	1	153537147	153541765	S100A5
ENSG00000116857	q32.1	1	201134772	201171574	TMEM9
ENSG00000188859	q24.1	1	166057426	166166969	FAM78B
ENSG00000196154	q21.3	1	153543613	153550136	S100A4
ENSG00000116299	p13.3	1	109113679	109206781	KIAA1324
ENSG00000119280	q42.2	1	230837119	230869589	C1orf198
ENSG00000188015	q21.3	1	153547329	153549258	S100A3
ENSG00000187961	p36.33	1	960584	965719	KLHL17
ENSG00000143157	q24.1	1	166839447	166856344	POGK
ENSG00000196754	q21.3	1	153561108	153567890	S100A2
ENSG00000143643	q42.2	1	230906243	230978875	TTC13
ENSG00000152382	q24.1	1	166856510	166876264	TADA1
ENSG00000188643	q21.3	1	153606886	153613145	S100A16
ENSG00000189334	q21.3	1	153614255	153616986	S100A14
ENSG00000143195	q24.1	1	166895711	166975540	ILDR2
ENSG00000160679	q21.3	1	153633982	153646306	CHTOP
ENSG00000066185	p34.2	1	42430329	42456253	ZMYND12
ENSG00000173409	q42.2	1	230978981	231000733	ARV1
ENSG00000143194	q24.1	1	166975582	167022214	MAEL
ENSG00000127125	p34.2	1	42456117	42473385	PPCS
ENSG00000117013	p34.2	1	40783787	40840452	KCNQ4
ENSG00000160678	q21.3	1	153627926	153632039	S100A1
ENSG00000182118	q42.2	1	231018958	231040254	FAM89A
ENSG00000189171	q21.3	1	153618787	153631360	S100A13
ENSG00000119283	q42.2	1	231162112	231221556	TRIM67
ENSG00000163395	q32.1	1	201190825	201228952	IGFN1
ENSG00000143621	q21.3	1	153661788	153671028	ILF2
ENSG00000235710	q42.2	1	231184098	231187627	
ENSG00000179902	p13.3	1	109105951	109113857	C1orf194
ENSG00000116906	q42.2	1	231241207	231277973	GNPAT
ENSG00000143167	q24.1	1	167052836	167166479	GPA33
ENSG00000176256	p35.1	1	33860475	33864791	HMGB4
ENSG00000081277	q32.1	1	201283452	201332993	PKP1
ENSG00000162396	p32.3	1	54756898	54764523	PARS2
ENSG00000143553	q21.3	1	153658703	153661852	SNAPIN
ENSG00000198842	q24.1	1	167094075	167129165	DUSP27
ENSG00000169418	q21.3	1	153678688	153693992	NPR1
ENSG00000143633	q42.2	1	231223763	231241187	C1orf131
ENSG00000121904	p35.1	1	33513999	34165842	CSMD2
ENSG00000006555	p32.3	1	54779712	54801323	TTC22
ENSG00000116903	q42.2	1	231332753	231337852	EXOC8
ENSG00000010072	q42.2	1	231337104	231355023	SPRTN
ENSG00000187642	p36.33	1	975204	982093	PERM1
ENSG00000187583	p36.33	1	966482	975865	PLEKHN1
ENSG00000180198	p35.3	1	28505943	28539300	RCC1
ENSG00000099260	p21.2	1	99646113	99694541	PALMD
ENSG00000070759	p34.1	1	45343883	45491163	TESK2
ENSG00000179862	p34.2	1	40861054	40862363	CITED4
ENSG00000132781	p34.1	1	45329163	45340893	MUTYH
ENSG00000117676	p36.11	1	26529761	26575030	RPS6KA1
ENSG00000143624	q21.3	1	153728050	153774808	INTS3
ENSG00000162398	p32.3	1	54806063	54842252	LEXM
ENSG00000143190	q24.2	1	167220876	167427345	POU2F1
ENSG00000188290	p36.33	1	998962	1000172	HES4
ENSG00000135766	q42.2	1	231363751	231422287	EGLN1
ENSG00000156869	p21.2	1	99708632	99766631	FRRS1
ENSG00000116918	q42.2	1	231528541	231566524	TSNAX
ENSG00000116133	p32.3	1	54849627	54887195	DHCR24
ENSG00000270106	q42.2	1	231528653	231819244	TSNAX-DISC1
ENSG00000143554	q21.3	1	153774354	153780157	SLC27A3
ENSG00000162946	q42.2	1	231626815	232041272	DISC1
ENSG00000143001	p32.3	1	54980628	54992288	TMEM61
ENSG00000118194	q32.1	1	201359008	201377764	TNNT2
