Gene stable ID	Gene description	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC symbol
ENSG00000284686	novel transcript	1	56173433	56524495	
ENSG00000162407	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]	1	56494761	56645301	PLPP3
ENSG00000117305	3-hydroxy-3-methylglutaryl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:5005]	1	23801885	23838620	HMGCL
ENSG00000214114	MYC binding protein [Source:HGNC Symbol;Acc:HGNC:7554]	1	38862493	38873368	MYCBP
ENSG00000180758	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]	1	9100305	9129102	GPR157
ENSG00000116954	Ras related GTP binding C [Source:HGNC Symbol;Acc:HGNC:19902]	1	38838198	38859772	RRAGC
ENSG00000158315	rhomboid like 2 [Source:HGNC Symbol;Acc:HGNC:16083]	1	38885807	38941830	RHBDL2
ENSG00000274944	novel protein	1	38864501	38881617	
ENSG00000131233	gap junction protein alpha 9 [Source:HGNC Symbol;Acc:HGNC:19155]	1	38874069	38881587	GJA9
ENSG00000160072	ATPase family AAA domain containing 3B [Source:HGNC Symbol;Acc:HGNC:24007]	1	1471765	1497848	ATAD3B
ENSG00000117114	adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]	1	81306160	81992436	ADGRL2
ENSG00000117713	AT-rich interaction domain 1A [Source:HGNC Symbol;Acc:HGNC:11110]	1	26693236	26782104	ARID1A
ENSG00000049239	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4795]	1	9234775	9271337	H6PD
ENSG00000171621	splA/ryanodine receptor domain and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:30628]	1	9292894	9369532	SPSB1
ENSG00000188672	Rh blood group CcEe antigens [Source:HGNC Symbol;Acc:HGNC:10008]	1	25362249	25430192	RHCE
ENSG00000162496	dehydrogenase/reductase 3 [Source:HGNC Symbol;Acc:HGNC:17693]	1	12567910	12618210	DHRS3
ENSG00000162409	protein kinase AMP-activated catalytic subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:9377]	1	56645314	56715335	PRKAA2
ENSG00000171612	solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]	1	9539465	9585173	SLC25A33
ENSG00000204518	arylacetamide deacetylase like 4 [Source:HGNC Symbol;Acc:HGNC:32038]	1	12644547	12667086	AADACL4
ENSG00000188984	arylacetamide deacetylase like 3 [Source:HGNC Symbol;Acc:HGNC:32037]	1	12716110	12728760	AADACL3
ENSG00000187889	FYN binding protein 2 [Source:HGNC Symbol;Acc:HGNC:27295]	1	56718789	56819696	FYB2
ENSG00000174574	akirin 1 [Source:HGNC Symbol;Acc:HGNC:25744]	1	38991276	39006059	AKIRIN1
ENSG00000043514	tRNA isopentenyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:20286]	1	39838110	39883511	TRIT1
ENSG00000157330	chromosome 1 open reading frame 158 [Source:HGNC Symbol;Acc:HGNC:28567]	1	12746200	12763699	C1orf158
ENSG00000116726	PRAME family member 12 [Source:HGNC Symbol;Acc:HGNC:22125]	1	12774841	12777906	PRAMEF12
ENSG00000116721	PRAME family member 1 [Source:HGNC Symbol;Acc:HGNC:28840]	1	12791397	12796628	PRAMEF1
ENSG00000239810	PRAME family member 11 [Source:HGNC Symbol;Acc:HGNC:14086]	1	12824605	12831410	PRAMEF11
ENSG00000179172	heterogeneous nuclear ribonucleoprotein C like 1 [Source:HGNC Symbol;Acc:HGNC:29295]	1	12847408	12848725	HNRNPCL1
ENSG00000120952	PRAME family member 2 [Source:HGNC Symbol;Acc:HGNC:28841]	1	12857086	12861909	PRAMEF2
ENSG00000188807	transmembrane protein 201 [Source:HGNC Symbol;Acc:HGNC:33719]	1	9588911	9614877	TMEM201
ENSG00000157131	complement C8 alpha chain [Source:HGNC Symbol;Acc:HGNC:1352]	1	56854806	56918221	C8A
ENSG00000232423	PRAME family member 6 [Source:HGNC Symbol;Acc:HGNC:30583]	1	12938472	12947580	PRAMEF6
ENSG00000243073	PRAME family member 4 [Source:HGNC Symbol;Acc:HGNC:31971]	1	12879212	12886201	PRAMEF4
ENSG00000204510	PRAME family member 7 [Source:HGNC Symbol;Acc:HGNC:28415]	1	12916610	12920482	PRAMEF7
ENSG00000187545	PRAME family member 10 [Source:HGNC Symbol;Acc:HGNC:27997]	1	12892896	12898270	PRAMEF10
ENSG00000162510	matrilin 1 [Source:HGNC Symbol;Acc:HGNC:6907]	1	30711277	30723585	MATN1
ENSG00000168653	NADH:ubiquinone oxidoreductase subunit S5 [Source:HGNC Symbol;Acc:HGNC:7712]	1	39026318	39034636	NDUFS5
ENSG00000197785	ATPase family AAA domain containing 3A [Source:HGNC Symbol;Acc:HGNC:25567]	1	1512162	1534685	ATAD3A
ENSG00000162511	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	1	30732469	30757774	LAPTM5
ENSG00000274764	PRAME family member 27 [Source:HGNC Symbol;Acc:HGNC:51234]	1	13049476	13056491	PRAMEF27
ENSG00000183726	transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]	1	25338317	25362361	TMEM50A
ENSG00000277058	heterogeneous nuclear ribonucleoprotein C like 3 [Source:HGNC Symbol;Acc:HGNC:51235]	1	13060869	13062229	HNRNPCL3
ENSG00000205090	transmembrane protein 240 [Source:HGNC Symbol;Acc:HGNC:25186]	1	1534778	1540624	TMEM240
ENSG00000021852	complement C8 beta chain [Source:HGNC Symbol;Acc:HGNC:1353]	1	56929207	56966140	C8B
ENSG00000162600	OMA1 zinc metallopeptidase [Source:HGNC Symbol;Acc:HGNC:29661]	1	58415384	58546802	OMA1
ENSG00000173406	DAB adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:2661]	1	56994778	58546734	DAB1
ENSG00000229571	PRAME family member 25 [Source:HGNC Symbol;Acc:HGNC:49179]	1	13068677	13077884	PRAMEF25
ENSG00000116990	MYCL proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7555]	1	39895426	39902256	MYCL
ENSG00000092847	argonaute RISC component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	1	35869808	35930532	AGO1
ENSG00000130762	Rho guanine nucleotide exchange factor 16 [Source:HGNC Symbol;Acc:HGNC:15515]	1	3454665	3481113	ARHGEF16
ENSG00000275774	heterogeneous nuclear ribonucleoprotein C like 2 [Source:HGNC Symbol;Acc:HGNC:48813]	1	13115488	13116854	HNRNPCL2
ENSG00000280267	PRAME family member 26 [Source:HGNC Symbol;Acc:HGNC:49178]	1	13148905	13155961	PRAMEF26
ENSG00000162512	syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]	1	30869466	30908758	SDC3
ENSG00000179412	heterogeneous nuclear ribonucleoprotein C like 4 [Source:HGNC Symbol;Acc:HGNC:51333]	1	13164586	13165467	HNRNPCL4
ENSG00000204505	PRAME family member 9 [Source:HGNC Symbol;Acc:HGNC:27996]	1	13172455	13179464	PRAMEF9
ENSG00000279169	PRAME family member 13 [Source:HGNC Symbol;Acc:HGNC:13262]	1	13196188	13201409	PRAMEF13
ENSG00000279804	PRAME family member 18 [Source:HGNC Symbol;Acc:HGNC:30693]	1	13222705	13226106	PRAMEF18
ENSG00000270601	PRAME family member 5 [Source:HGNC Symbol;Acc:HGNC:27995]	1	13254212	13263314	PRAMEF5
ENSG00000237700	PRAME family member 33 [Source:HGNC Symbol;Acc:HGNC:49193]	1	13303539	13308907	PRAMEF33
ENSG00000182330	PRAME family member 8 [Source:HGNC Symbol;Acc:HGNC:24074]	1	13281035	13285174	PRAMEF8
ENSG00000204481	PRAME family member 14 [Source:HGNC Symbol;Acc:HGNC:13576]	1	13341892	13347134	PRAMEF14
ENSG00000204501	PRAME family member 15 [Source:HGNC Symbol;Acc:HGNC:26764]	1	13315581	13322598	PRAMEF15
ENSG00000160075	SSU72 homolog, RNA polymerase II CTD phosphatase [Source:HGNC Symbol;Acc:HGNC:25016]	1	1541673	1574863	SSU72
ENSG00000228594	fibronectin type III domain containing 10 [Source:HGNC Symbol;Acc:HGNC:42951]	1	1598012	1600135	FNDC10
ENSG00000197530	mindbomb E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:30577]	1	1615415	1630610	MIB2
ENSG00000184292	tumor associated calcium signal transducer 2 [Source:HGNC Symbol;Acc:HGNC:11530]	1	58575433	58577252	TACSTD2
ENSG00000126070	argonaute RISC catalytic component 3 [Source:HGNC Symbol;Acc:HGNC:18421]	1	35930718	36072500	AGO3
ENSG00000137941	tubulin tyrosine ligase like 7 [Source:HGNC Symbol;Acc:HGNC:26242]	1	83865024	83999150	TTLL7
ENSG00000204480	PRAME family member 19 [Source:HGNC Symbol;Acc:HGNC:24908]	1	13369067	13371900	PRAMEF19
ENSG00000204479	PRAME family member 17 [Source:HGNC Symbol;Acc:HGNC:29485]	1	13389632	13392629	PRAMEF17
ENSG00000168389	major facilitator superfamily domain containing 2A [Source:HGNC Symbol;Acc:HGNC:25897]	1	39955112	39969968	MFSD2A
ENSG00000204478	PRAME family member 20 [Source:HGNC Symbol;Acc:HGNC:25224]	1	13410450	13421328	PRAMEF20
ENSG00000171603	calsyntenin 1 [Source:HGNC Symbol;Acc:HGNC:17447]	1	9729026	9824526	CLSTN1
ENSG00000171608	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [Source:HGNC Symbol;Acc:HGNC:8977]	1	9651731	9729114	PIK3CD
ENSG00000162494	leucine rich repeat containing 38 [Source:HGNC Symbol;Acc:HGNC:27005]	1	13474973	13514003	LRRC38
ENSG00000182749	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]	1	25861210	25871253	PAQR7
ENSG00000162591	multiple EGF like domains 6 [Source:HGNC Symbol;Acc:HGNC:3232]	1	3487951	3611508	MEGF6
ENSG00000117632	stathmin 1 [Source:HGNC Symbol;Acc:HGNC:6510]	1	25884181	25906991	STMN1
ENSG00000162384	CXXC motif containing zinc binding protein [Source:HGNC Symbol;Acc:HGNC:26059]	1	53214099	53220634	CZIB
ENSG00000157184	carnitine palmitoyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:2330]	1	53196792	53214197	CPT2
ENSG00000092850	tektin 2 [Source:HGNC Symbol;Acc:HGNC:11725]	1	36084094	36088275	TEKT2
ENSG00000162601	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]	1	58643440	58700077	MYSM1
ENSG00000273274	zinc finger and BTB domain containing 8B [Source:HGNC Symbol;Acc:HGNC:37057]	1	32465072	32496686	ZBTB8B
ENSG00000160062	zinc finger and BTB domain containing 8A [Source:HGNC Symbol;Acc:HGNC:24172]	1	32539427	32605941	ZBTB8A
ENSG00000254553	novel transcript	1	32465057	32600792	
ENSG00000176261	zinc finger and BTB domain containing 8 opposite strand [Source:HGNC Symbol;Acc:HGNC:24094]	1	32600172	32650903	ZBTB8OS
ENSG00000060642	phosphatidylinositol glycan anchor biosynthesis class V [Source:HGNC Symbol;Acc:HGNC:26031]	1	26787472	26798398	PIGV
ENSG00000177606	Jun proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6204]	1	58780791	58784047	JUN
ENSG00000116863	ADP-ribosylhydrolase like 2 [Source:HGNC Symbol;Acc:HGNC:21304]	1	36088892	36093932	ADPRHL2
ENSG00000171812	collagen type VIII alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2216]	1	36095239	36125222	COL8A2
ENSG00000142875	protein kinase cAMP-activated catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9381]	1	84078062	84238498	PRKACB
ENSG00000142973	cytochrome P450 family 4 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:2644]	1	46757838	46819413	CYP4B1
ENSG00000116641	dedicator of cytokinesis 7 [Source:HGNC Symbol;Acc:HGNC:19190]	1	62454298	62688386	DOCK7
ENSG00000143297	Fc receptor like 5 [Source:HGNC Symbol;Acc:HGNC:18508]	1	157513377	157552515	FCRL5
ENSG00000163518	Fc receptor like 4 [Source:HGNC Symbol;Acc:HGNC:18507]	1	157573747	157598085	FCRL4
ENSG00000162551	alkaline phosphatase, biomineralization associated [Source:HGNC Symbol;Acc:HGNC:438]	1	21509397	21578410	ALPL
ENSG00000116871	MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]	1	36155579	36180849	MAP7D1
ENSG00000172456	FGGY carbohydrate kinase domain containing [Source:HGNC Symbol;Acc:HGNC:25610]	1	59296638	59810647	FGGY
ENSG00000054116	trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]	1	36136570	36156053	TRAPPC3
ENSG00000131238	palmitoyl-protein thioesterase 1 [Source:HGNC Symbol;Acc:HGNC:9325]	1	40071461	40097727	PPT1
ENSG00000181656	G protein-coupled receptor 88 [Source:HGNC Symbol;Acc:HGNC:4539]	1	100538139	100542021	GPR88
ENSG00000160856	Fc receptor like 3 [Source:HGNC Symbol;Acc:HGNC:18506]	1	157674321	157700769	FCRL3
ENSG00000204178	macoilin 1 [Source:HGNC Symbol;Acc:HGNC:25572]	1	25430858	25500209	MACO1
ENSG00000132704	Fc receptor like 2 [Source:HGNC Symbol;Acc:HGNC:14875]	1	157745733	157777132	FCRL2
ENSG00000131236	cyclase associated actin cytoskeleton regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:20040]	1	40040233	40072649	CAP1
ENSG00000204160	zinc finger DHHC-type containing 18 [Source:HGNC Symbol;Acc:HGNC:20712]	1	26826688	26857604	ZDHHC18
ENSG00000162692	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	1	100719742	100739045	VCAM1
ENSG00000163534	Fc receptor like 1 [Source:HGNC Symbol;Acc:HGNC:18509]	1	157794403	157820120	FCRL1
ENSG00000134644	pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]	1	30931506	31065991	PUM1
ENSG00000073754	CD5 molecule like [Source:HGNC Symbol;Acc:HGNC:1690]	1	157830911	157898256	CD5L
ENSG00000183853	kirre like nephrin family adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:15734]	1	157993273	158100262	KIRREL1
ENSG00000288460	novel protein	1	158127287	158128301	
ENSG00000158473	CD1d molecule [Source:HGNC Symbol;Acc:HGNC:1637]	1	158179947	158184896	CD1D
ENSG00000158477	CD1a molecule [Source:HGNC Symbol;Acc:HGNC:1634]	1	158254424	158258269	CD1A
ENSG00000157978	low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:18640]	1	25543580	25568886	LDLRAP1
ENSG00000203943	sterile alpha motif domain containing 13 [Source:HGNC Symbol;Acc:HGNC:24582]	1	84298366	84389957	SAMD13
ENSG00000162694	exostosin like glycosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:3516]	1	100872372	100895179	EXTL2
ENSG00000187048	cytochrome P450 family 4 subfamily A member 11 [Source:HGNC Symbol;Acc:HGNC:2642]	1	46929177	46941484	CYP4A11
ENSG00000132855	angiopoietin like 3 [Source:HGNC Symbol;Acc:HGNC:491]	1	62597520	62606313	ANGPTL3
ENSG00000175793	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	1	26863149	26864456	SFN
ENSG00000142751	GPN-loop GTPase 2 [Source:HGNC Symbol;Acc:HGNC:25513]	1	26876132	26890283	GPN2
ENSG00000162695	solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]	1	100896076	100981757	SLC30A7
ENSG00000162385	mago homolog, exon junction complex subunit [Source:HGNC Symbol;Acc:HGNC:6815]	1	53226900	53238518	MAGOH
ENSG00000157193	LDL receptor related protein 8 [Source:HGNC Symbol;Acc:HGNC:6700]	1	53242364	53328469	LRP8
ENSG00000137976	deoxyribonuclease 2 beta [Source:HGNC Symbol;Acc:HGNC:28875]	1	84398532	84415018	DNASE2B
ENSG00000158816	von Willebrand factor A domain containing 5B1 [Source:HGNC Symbol;Acc:HGNC:26538]	1	20290919	20354894	VWA5B1
ENSG00000131910	nuclear receptor subfamily 0 group B member 2 [Source:HGNC Symbol;Acc:HGNC:7961]	1	26911489	26913975	NR0B2
ENSG00000090273	nuclear distribution C, dynein complex regulator [Source:HGNC Symbol;Acc:HGNC:8045]	1	26900238	26946871	NUDC
ENSG00000158481	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	1	158289923	158294774	CD1C
ENSG00000198746	G-patch domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25720]	1	26890488	26900467	GPATCH3
ENSG00000158485	CD1b molecule [Source:HGNC Symbol;Acc:HGNC:1635]	1	158327951	158331531	CD1B
ENSG00000158006	platelet activating factor acetylhydrolase 2 [Source:HGNC Symbol;Acc:HGNC:8579]	1	25959767	25998117	PAFAH2
ENSG00000158488	CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]	1	158353696	158357553	CD1E
ENSG00000174021	G protein subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:4408]	1	84498325	84506581	GNG5
ENSG00000117133	ribosome production factor 1 homolog [Source:HGNC Symbol;Acc:HGNC:30350]	1	84479259	84498352	RPF1
ENSG00000117643	mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]	1	25617468	25786207	MAN1C1
ENSG00000134709	hook microtubule tethering protein 1 [Source:HGNC Symbol;Acc:HGNC:19884]	1	59814786	59876370	HOOK1
ENSG00000117151	chitobiase [Source:HGNC Symbol;Acc:HGNC:2496]	1	84549611	84574480	CTBS
ENSG00000122432	spermatogenesis associated 1 [Source:HGNC Symbol;Acc:HGNC:14682]	1	84506300	84566194	SPATA1
ENSG00000186377	cytochrome P450 family 4 subfamily X member 1 [Source:HGNC Symbol;Acc:HGNC:20244]	1	47023669	47050751	CYP4X1
ENSG00000117543	diphthamide biosynthesis 5 [Source:HGNC Symbol;Acc:HGNC:24270]	1	100989623	101026088	DPH5
ENSG00000186160	cytochrome P450 family 4 subfamily Z member 1 [Source:HGNC Symbol;Acc:HGNC:20583]	1	47067231	47118318	CYP4Z1
ENSG00000162365	cytochrome P450 family 4 subfamily A member 22 [Source:HGNC Symbol;Acc:HGNC:20575]	1	47137435	47149735	CYP4A22
ENSG00000162545	calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]	1	20482391	20486210	CAMK2N1
ENSG00000090432	mitochondrial E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:25762]	1	20499448	20508151	MUL1
ENSG00000186306	olfactory receptor family 10 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:14816]	1	158398522	158399466	OR10T2
ENSG00000180708	olfactory receptor family 10 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:14826]	1	158418210	158426237	OR10K2
ENSG00000173285	olfactory receptor family 10 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14693]	1	158461574	158470857	OR10K1
ENSG00000158008	exostosin like glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3515]	1	26019884	26036464	EXTL1
ENSG00000198965	olfactory receptor family 10 subfamily R member 2 [Source:HGNC Symbol;Acc:HGNC:14820]	1	158472220	158480936	OR10R2
ENSG00000197532	olfactory receptor family 6 subfamily Y member 1 [Source:HGNC Symbol;Acc:HGNC:14823]	1	158544550	158554405	OR6Y1
ENSG00000186440	olfactory receptor family 6 subfamily P member 1 [Source:HGNC Symbol;Acc:HGNC:15036]	1	158560606	158570580	OR6P1
ENSG00000279111	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:14995]	1	158578919	158579899	OR10X1
ENSG00000198967	olfactory receptor family 10 subfamily Z member 1 [Source:HGNC Symbol;Acc:HGNC:14996]	1	158605268	158612514	OR10Z1
ENSG00000163554	spectrin alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]	1	158610704	158686715	SPTA1
ENSG00000196171	olfactory receptor family 6 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15029]	1	158699678	158700652	OR6K2
ENSG00000203757	olfactory receptor family 6 subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:15030]	1	158716327	158720720	OR6K3
ENSG00000180433	olfactory receptor family 6 subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:15033]	1	158754720	158755891	OR6K6
ENSG00000197403	olfactory receptor family 6 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:15034]	1	158747814	158772195	OR6N1
ENSG00000188340	olfactory receptor family 6 subfamily N member 2 [Source:HGNC Symbol;Acc:HGNC:15035]	1	158774222	158781204	OR6N2
ENSG00000183114	family with sequence similarity 43 member B [Source:HGNC Symbol;Acc:HGNC:31791]	1	20552573	20555020	FAM43B
ENSG00000163563	myeloid cell nuclear differentiation antigen [Source:HGNC Symbol;Acc:HGNC:7183]	1	158831351	158849506	MNDA
ENSG00000170989	sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165]	1	101236865	101243713	S1PR1
ENSG00000163564	pyrin and HIN domain family member 1 [Source:HGNC Symbol;Acc:HGNC:28894]	1	158930796	158977059	PYHIN1
ENSG00000175707	keratinocyte differentiation factor 1 [Source:HGNC Symbol;Acc:HGNC:26624]	1	26949562	26960468	KDF1
ENSG00000158825	cytidine deaminase [Source:HGNC Symbol;Acc:HGNC:1712]	1	20589086	20618903	CDA
ENSG00000134716	cytochrome P450 family 2 subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:2634]	1	59893308	59926773	CYP2J2
ENSG00000244038	dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:2728]	1	20651767	20661544	DDOST
ENSG00000253368	TMF1 regulated nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:34348]	1	26993692	27000886	TRNP1
ENSG00000158828	PTEN induced kinase 1 [Source:HGNC Symbol;Acc:HGNC:14581]	1	20633458	20651511	PINK1
ENSG00000162598	chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]	1	59987269	60073770	C1orf87
ENSG00000163565	interferon gamma inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	1	158999968	159055155	IFI16
ENSG00000162521	RB binding protein 4, chromatin remodeling factor [Source:HGNC Symbol;Acc:HGNC:9887]	1	32651142	32686211	RBBP4
ENSG00000162599	nuclear factor I A [Source:HGNC Symbol;Acc:HGNC:7784]	1	60865259	61462788	NFIA
ENSG00000162366	PDZK1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:16887]	1	47183582	47191044	PDZK1IP1
ENSG00000158246	terminal nucleotidyltransferase 5B [Source:HGNC Symbol;Acc:HGNC:28273]	1	27005020	27012850	TENT5B
ENSG00000162367	TAL bHLH transcription factor 1, erythroid differentiation factor [Source:HGNC Symbol;Acc:HGNC:11556]	1	47216290	47232220	TAL1
ENSG00000117640	mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]	1	25818640	25832942	MTFR1L
ENSG00000162520	syncoilin, intermediate filament protein [Source:HGNC Symbol;Acc:HGNC:28897]	1	32679906	32703596	SYNC
ENSG00000117155	SSX family member 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:16509]	1	84643707	84690803	SSX2IP
ENSG00000163568	absent in melanoma 2 [Source:HGNC Symbol;Acc:HGNC:357]	1	159062484	159147096	AIM2
ENSG00000162430	selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]	1	25800176	25818221	SELENON
ENSG00000162706	cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:17601]	1	159171609	159203313	CADM3
ENSG00000127423	aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]	1	25831913	25859458	AUNIP
ENSG00000255054	novel protein	1	25811470	25823744	
ENSG00000118733	olfactomedin 3 [Source:HGNC Symbol;Acc:HGNC:17990]	1	101802574	101997030	OLFM3
ENSG00000213088	atypical chemokine receptor 1 (Duffy blood group) [Source:HGNC Symbol;Acc:HGNC:4035]	1	159203307	159206500	ACKR1
ENSG00000171517	lysophosphatidic acid receptor 3 [Source:HGNC Symbol;Acc:HGNC:14298]	1	84811602	84893206	LPAR3
ENSG00000090020	solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]	1	27098809	27166981	SLC9A1
ENSG00000153898	mucolipin 2 [Source:HGNC Symbol;Acc:HGNC:13357]	1	84925583	84997113	MCOLN2
ENSG00000076864	RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]	1	21596215	21669363	RAP1GAP
